Species,IUCN.Red.List.Status,iucn_2cat,Order,Family,Genus,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Development,migrations_reported,dispersal_dist_max_m,home_range_max_m2,breeding_habitat,breeding_habitat_2cat,incubation_period_min_d,incubation_period_max_d,larval_period_min_d,larval_period_max_d,larval_period_4cat,neoteny,dessication_avoidance_reported,inactive_during_cold_reported,pi_cytb_5up,Slope_Max,Slope_Min,Slope_Mean,Slope_SD,Alt_Max,Alt_Min,Alt_Average,Alt_SD,Bio1_Max,Bio1_Min,Bio1_Average,Bio1_SD,Bio10_Max,Bio10_Min,Bio10_Average,Bio10_SD,Bio11_Max,Bio11_Min,Bio11_Average,Bio11_SD,Bio12_Max,Bio12_Min,Bio12_Average,Bio12_SD,Bio13_Max,Bio13_Min,Bio13_Average,Bio13_SD,Bio14_Max,Bio14_Min,Bio14_Average,Bio14_SD,Bio15_Max,Bio15_Min,Bio15_Average,Bio15_SD,Bio16_Max,Bio16_Min,Bio16_Average,Bio16_SD,Bio17_Max,Bio17_Min,Bio17_Average,Bio17_SD,Bio18_Max,Bio18_Min,Bio18_Average,Bio18_SD,Bio19_Max,Bio19_Min,Bio19_Average,Bio19_SD,Bio2_Max,Bio2_Min,Bio2_Average,Bio2_SD,Bio3_Max,Bio3_Min,Bio3_Average,Bio3_SD,Bio4_Max,Bio4_Min,Bio4_Average,Bio4_SD,Bio5_Max,Bio5_Min,Bio5_Average,Bio5_SD,Bio6_Max,Bio6_Min,Bio6_Average,Bio6_SD,Bio7_Max,Bio7_Min,Bio7_Average,Bio7_SD,Bio8_Max,Bio8_Min,Bio8_Average,Bio8_SD,Bio9_Max,Bio9_Min,Bio9_Average,Bio9_SD,Total_Area,Lat_min,Lat_max,GBIF_occurrences,gbif_corrected,gbif_thinned,subsampPREthin,SDM_dataset,cytb5up,Lat_Extent,Lat_Midpoint,Elev_Extent,Elev_Midpoint,Slope_Range,gene,n_ind,n_bp,pi,FST_msat,AR_msat,median_pi_n5,overall_pi,hdi.lower95,cur.area.95,lgm.area.95,overlap.area.95,overlap.index.95,rel.range.size.95,hdi.lower99,cur.area.99,lgm.area.99,overlap.area.99,overlap.index.99,rel.range.size.99
Batrachoseps attenuatus,Least Concern (LC),LC,Caudata,Plethodontidae,Batrachoseps,2,4,140,10,4,13,1,4,5,direct,yes,9,NA,terrestrial,terrestrial,72,86,0,0,none,no,yes,yes,1,0.120028839,0.000212532,0.025656633,0.017011943,1641,-5,375.7056501,270.7751614,165,69,130.3560146,20.84216526,248,129,191.9471446,30.82450892,111,16,73.509113,15.98465466,2066,304,1053.851458,466.3192055,364,61,200.7050425,76.71098807,14,1,3.037363305,2.732275791,97,68,83.58657351,5.355156843,1035,155,546.2439247,231.3633875,92,4,21.81044957,19.22084323,99,5,30.54860267,24.14728195,995,155,531.8584447,214.407683,175,72,135.1284933,20.51564571,61,41,50.62272175,4.192403181,6651,2015,4714.475699,1179.18258,360,182,285.0185298,46.55990045,72,-36,17.42345079,16.96042285,354,132,267.595079,52.96781626,112,21,75.90492102,15.32889939,248,125,189.9116039,31.80342271,54772.83071,36.65540932,42.95585221,27540,4891,301,NA,thinned,1,6.30044289,39.80563077,1646,818,0.119816307,CYTB,714,1141,0.057780229,NA,NA,0.060118168,0.057780229,739.4000244,6524,3348,1526,0.233905579,-0.948626045,649.5999756,7216,4259,1961,0.271757206,-0.694294435
Batrachoseps diabolicus,Data Deficient (DD),NA,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,110,NA,NA,NA,NA,4,5,direct,NA,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,yes,yes,1,0.0632658,0.003832792,0.023418424,0.011199812,964,228,473.2857143,142.1950882,157,130,148.1428571,5.005565909,240,216,231.0504202,3.850707044,80,56,71.60504202,4.790913871,1025,617,800.1848739,88.63445846,201,110,156.1932773,19.85595471,3,1,2.008403361,0.478270158,88,80,82.85714286,1.468803931,522,305,411.7731092,47.45514153,18,8,12.8907563,2.078093634,26,8,17.1092437,4.348757695,522,305,411.7731092,47.45514153,163,141,154.2521008,6.200353308,47,44,45.64705882,0.743197801,6605,6170,6348.764706,121.204597,356,324,343.9159664,6.658217596,22,-4,9.56302521,5.83623784,347,318,334.3529412,8.475876271,80,56,71.60504202,4.790913871,240,214,230.3529412,4.136624833,2008.792299,37.55954698,38.96792383,376,86,17,NA,corrected,1,1.40837685,38.26373541,736,596,0.059433008,CYTB,7,784,0.072448477,NA,NA,0.065691489,0.072448477,279.2000122,2010,566,230,0.114427861,-2.551236749,200.6000061,3067,3939,573,0.186827519,0.284316922
Batrachoseps gabrieli,Data Deficient (DD),NA,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,110,NA,NA,NA,NA,4,5,direct,NA,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,yes,no,1,0.13145107,0.035802688,0.091087528,0.027936278,2310,544,1425.206897,466.9645428,188,72,122.6896552,28.4015888,272,150,205.4137931,29.67745325,112,10,52.96551724,25.41018182,826,267,693.8275862,115.7404945,152,47,131.7931034,20.92909682,5,1,2.482758621,0.828970517,90,69,85.48275862,4.0674728,438,130,376.9310345,61.03332289,36,10,17,7.221001118,58,20,33.65517241,10.75797333,425,129,362.2758621,59.90522071,169,134,148.9310345,8.750228709,48,45,46.34482759,0.897451235,6340,5667,6072.551724,168.5470655,382,237,302,35.02448123,35,-52,-15.68965517,22.11351146,347,289,317.6896552,13.71678703,122,11,58.62068966,27.51676605,245,120,199.7586207,31.89565037,564.6477133,33.87079575,34.33007925,135,47,9,NA,corrected,1,0.4592835,34.1004375,1766,1427,0.095648382,CYTB,5,784,0.030723781,NA,NA,0.028655835,0.030723781,481.3999939,2114,4231,608,0.287606433,1.001419111,454,2403,4947,795,0.330836454,1.058676654
Batrachoseps gavilanensis,Least Concern (LC),LC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,175,NA,NA,NA,1,4,5,direct,NA,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,no,no,1,0.112685457,0.000553995,0.027538742,0.017342739,1358,1,432.7040971,276.4650593,171,102,140.0955994,10.05312464,257,154,201.9757208,20.48046039,107,49,83.6585736,12.26246522,976,204,440,137.1020076,202,40,85.79514416,27.60124619,3,0,1.157814871,0.536774184,96,79,86.98482549,2.11301088,525,109,235.7890744,72.19834721,12,1,5.003034901,1.920135638,22,3,10.4370258,4.202715971,525,109,232.1638847,72.17346864,194,94,166.5265554,22.38432899,62,47,55.53414264,3.947986634,6722,1958,4719.147193,1149.401653,376,209,309.3125948,39.31745951,53,-18,8.943854325,17.0060298,368,156,300.3687405,54.34438473,111,49,89.83915023,11.65883765,257,149,199.7496206,22.04615521,11355.71717,35.72263132,37.09915913,2056,246,46,NA,thinned,1,1.37652781,36.41089523,1357,679.5,0.112131462,CYTB,7,784,0.051206302,NA,NA,0.046433566,0.051206302,867,1422,3064,504,0.35443038,1.154711674,641.2000122,2141,9750,1419,0.662774404,3.553946754
Batrachoseps gregarius,Least Concern (LC),LC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,82.6,NA,10,29,1,4,5,direct,yes,NA,NA,terrestrial,terrestrial,65,73,0,0,none,no,yes,yes,1,0.158236295,0.00089001,0.034717249,0.024204603,1679,101,523.2594235,330.8375118,186,91,159.3104213,15.0430893,278,172,247.2572062,15.56921207,99,25,77.39467849,11.34585066,1049,255,527.3503326,176.6568466,193,46,98.46784922,33.28210343,5,0,0.875831486,0.893241989,85,78,81.86696231,1.38244368,529,133,272.8780488,89.41511546,25,3,7.485587583,3.842064352,34,3,9.77827051,7.253172034,524,120,264.7050998,91.5753943,161,139,151.3436807,5.79189654,46,42,44.06430155,1.031864822,7112,5958,6750.208426,153.425946,381,271,352.8447894,17.51780905,28,-35,13.23503326,11.47335914,354,306,339.6097561,8.193129516,113,28,88.85144124,15.66319441,278,170,247.0864745,15.80123958,7833.421137,35.45093962,37.51895436,1517,210,49,NA,thinned,1,2.06801474,36.48494699,1578,890,0.157346285,CYTB,8,784,0.049113737,NA,NA,0.047193501,0.049113737,667.8,3249,4814,2414,0.742997845,0.481686673,333.2,6628,8576,5449,0.822118286,0.293904647
Batrachoseps incognitus,Data Deficient (DD),NA,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,115.2,NA,NA,NA,NA,4,5,direct,NA,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,no,no,1,0.067940146,0.001961737,0.025934662,0.015447649,720,58,400.1395349,162.0662095,140,120,130.3255814,5.134945311,190,164,174.6511628,7.282999516,106,79,90.74418605,6.821161133,544,64,329.9534884,119.5015349,104,15,65.04651163,22.54303133,1,0,0.674418605,0.474137324,90,78,86.90697674,2.524300502,288,35,176.3953488,63.23544046,5,0,2.790697674,1.372487133,12,1,7.511627907,2.737500537,287,34,176.2325581,63.09963294,168,130,153.4651163,10.42741085,65,59,61.72093023,1.881306301,3966,2317,3350.162791,465.3719419,289,238,264.4883721,15.23369088,39,6,16.97674419,9.176804019,280,199,247.5116279,23.52645127,111,80,92.60465116,7.486939533,187,159,170.4418605,8.006849227,812.7922396,35.60382216,35.85448396,212,18,4,NA,corrected,1,0.2506618,35.72915306,662,389,0.065978409,CYTB,6,784,0.030992509,NA,NA,0.02752809,0.030992509,876,0,0,0,NA,NA,876,0,0,0,NA,NA
Batrachoseps kawia,Data Deficient (DD),NA,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,117.5,NA,NA,NA,NA,4,5,direct,NA,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,no,no,1,0.138883427,0.020620359,0.081247778,0.027677618,3296,419,2121.060241,827.5728006,170,10,77.6746988,47.69673212,260,85,159.2048193,52.95920175,87,-49,10.53012048,39.64671344,803,520,660.3012048,62.04418861,144,97,121.7590361,10.53517958,15,1,7.277108434,4.362571554,83,62,74.97590361,6.00807567,384,256,326.2409639,28.11543728,58,8,28.08433735,14.17590262,74,8,36.3373494,20.75776499,382,256,322.5180723,29.18459393,155,107,126.8795181,13.75074064,44,40,42.28915663,0.848673577,6925,5288,6018.012048,495.2340293,365,163,248.2168675,61.05616131,19,-104,-47.95180723,34.84246904,346,263,296.1686747,26.81955024,100,-44,14.84337349,42.1239408,260,83,158.4457831,53.67750426,1528.839934,36.31797898,36.91969208,187,41,8,NA,corrected,1,0.6017131,36.61883553,2877,1857.5,0.118263068,CYTB,7,784,0.077242903,NA,NA,0.07208613,0.077242903,821.2,581,1871,418,0.719449225,2.220309811,449.4,3110,7236,2261,0.727009646,1.326688103
Batrachoseps luciae,Least Concern (LC),LC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,126.5,NA,5,20,1,4,5,direct,NA,NA,NA,terrestrial,terrestrial,78,78,0,0,none,no,yes,no,1,0.077913746,0.007219319,0.041836585,0.018610486,1249,66,644.311828,287.7617137,131,102,119.4193548,7.039210956,177,152,162.9892473,5.980938242,106,59,83.97849462,11.55419978,860,476,714.655914,93.96258444,177,92,140.6451613,17.56023495,2,1,1.698924731,0.46121169,96,86,88.8172043,1.8705163,468,252,381.0215054,47.31967568,10,4,7.387096774,1.467267929,43,8,13.96774194,4.025601799,455,252,377.5806452,46.70241651,155,95,134.3333333,15.60053882,64,54,60.22580645,2.022315893,4175,1850,3201.956989,601.5903545,273,208,243.0215054,16.6720141,52,-2,21.20430108,13.82857717,262,156,221.8172043,29.55685245,107,59,84.77419355,11.61626393,173,145,157.8924731,6.381805601,1594.236202,35.93106477,36.63727951,1970,162,25,NA,thinned,1,0.70621474,36.28417214,1183,657.5,0.070694427,CYTB,7,784,0.041147922,NA,NA,0.036779911,0.041147922,681,427,2661,368,0.861826698,5.231850117,681,427,2661,368,0.861826698,5.231850117
Batrachoseps major,Least Concern (LC),LC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,108,NA,5,20,1,4,5,direct,no,6,NA,terrestrial,terrestrial,60,90,0,0,none,no,no,no,1,0.138894945,0.000656793,0.02455344,0.019624726,2409,1,452.503251,371.6958328,228,85,163.4837451,15.04766,319,149,223.4128739,16.01867049,151,36,113.6423927,19.33048731,802,80,337.3595579,91.34517092,152,15,65.96423927,18.22409897,6,0,1.125487646,1.055018951,102,53,83.0390117,8.459004407,436,37,184.4564369,50.63353726,37,2,9.66579974,6.249435684,137,5,21.35890767,16.09402033,419,37,171.5260078,47.98097554,175,76,141.6261378,19.08185343,62,46,53.87386216,3.333894589,7117,2680,4297.310143,862.4125385,418,223,304.0474642,26.5073066,91,-37,42.56501951,20.904436,373,150,261.4824447,39.13272567,152,36,116.840052,19.0571966,278,82,204.7288687,23.84232987,27791.2353,30.11936363,34.336967,4527,991,142,NA,thinned,1,4.21760337,32.22816532,2408,1205,0.138238152,CYTB,128,783,0.051068253,NA,NA,0.054284616,0.051068253,605.8,3773,2292,399,0.105751391,-0.646160558,448,5196,7543,1740,0.334872979,0.45169361
Batrachoseps nigriventris,Least Concern (LC),LC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,140,NA,NA,NA,1,4,5,direct,yes,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,yes,no,1,0.127086163,0.000266982,0.029298971,0.022047356,2379,4,575.6954351,444.4683781,183,62,143.6804565,17.84005479,250,134,203.7446505,20.43887817,145,9,92.56419401,24.41437897,879,133,487.9051355,106.5101202,162,27,98.16191155,19.72770104,5,0,0.567047076,0.63684042,104,79,91.12054208,4.220427905,446,71,273.8701854,56.99310835,21,0,4.542082739,2.667917772,38,1,12.4807418,5.282185596,446,71,264.2960057,56.29865907,193,98,139.2211127,24.08036531,65,39,52.76248217,6.466070594,6494,1800,4419.549929,1214.425705,364,207,290.1233951,34.14393738,89,-42,25.49001427,24.17572417,365,158,264.6333809,50.29034584,147,9,96.90299572,24.25766996,250,127,198.9643367,21.29169658,24773.37016,33.70586014,36.18665329,5831,999,130,NA,thinned,1,2.48079315,34.94625672,2375,1191.5,0.126819181,CYTB,10,1141,0.057988166,NA,NA,0.052032658,0.057988166,686.8,4519,7005,3167,0.700818765,0.550121708,258,9019,28850,8321,0.922607828,2.198802528
Batrachoseps regius,Vulnerable (VU),nonLC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,108,NA,NA,NA,1,4,5,direct,no,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,yes,yes,1,0.139273837,0.021861982,0.054108176,0.039201233,1110,550,803.7,197.2657824,162,134,149.3,9.87758405,252,223,238.7,10.6879995,78,57,69.1,7.460265113,752,667,710,29.6423121,144,128,136.2,5.59364719,2,1,1.7,0.483045892,84,83,83.2,0.421637021,392,349,370.3,14.83277152,12,9,10.6,1.349897115,23,19,21.1,1.728840331,386,340,363.2,15.7395468,146,139,141.3,2.110818693,44,42,42.6,0.699205899,6929,6641,6775.6,109.1392586,349,323,336.6,9.570788891,19,-8,7.5,9.180292903,331,327,329.1,1.286683938,91,65,79.1,9.146341102,251,222,237.9,10.56671924,159.9805327,36.81026356,36.93039361,166,29,11,NA,corrected,1,0.12013005,36.87032859,560,830,0.117411855,CYTB,7,784,0.016692547,NA,NA,0.013975577,0.016692547,432.7999878,2282,6192,1762,0.772129711,1.71340929,432.7999878,2282,6192,1762,0.772129711,1.71340929
Batrachoseps relictus,Data Deficient (DD),NA,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,113.5,NA,6,6,NA,4,5,direct,no,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,yes,yes,1,0.145713776,0.008940342,0.074030932,0.031472136,2727,736,1690.745763,407.8800784,164,45,103.3389831,24.7864049,255,123,186.0508475,27.38639464,81,-15,34.69491525,19.75300434,740,340,600.1864407,96.68371374,136,61,109.3220339,18.5160142,10,1,3.627118644,1.750845166,82,72,79.22033898,1.565443604,365,176,303.3220339,47.00969844,39,8,18.23728814,5.350923166,55,8,27.22033898,9.564784181,365,163,298.4576271,49.40728762,151,116,133.5762712,8.469424501,44,42,43.44067797,0.623427302,6918,5645,6120.711864,286.7612278,355,206,280.0169492,31.54826162,11,-68,-24.37288136,15.13946465,344,274,304.3898305,16.92480016,93,-15,39.13559322,22.47562483,255,121,184.9830508,27.98983284,968.6214009,35.43572023,36.28869411,738,37,7,NA,corrected,1,0.85297388,35.86220717,1991,1731.5,0.136773434,CYTB,12,777,0.004999231,NA,NA,0.004961252,0.004999231,371.7999878,2300,7142,1971,0.856956522,2.105217391,371.7999878,2300,7142,1971,0.856956522,2.105217391
Batrachoseps simatus,Vulnerable (VU),nonLC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,125,NA,NA,NA,1,4,5,direct,no,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,no,no,1,0.145713776,0.024652828,0.067154626,0.037437376,2727,898,1664.833333,561.7158507,155,45,106.1666667,32.95405433,245,123,189.8333333,35.88322812,75,-15,35.91666667,27.58609114,702,363,535.75,95.99633042,125,65,96.08333333,17.49004046,10,2,4.25,2.864357773,81,72,77.83333333,2.757908738,338,187,268.25,43.03724603,39,10,19.5,9.130368906,55,10,25.91666667,13.82000088,338,178,263.25,46.38989898,151,116,135.1666667,10.05289043,44,42,43.33333333,0.778498944,6799,5645,6212.75,317.8198818,345,206,284.25,41.01690339,3,-68,-24.75,22.7081283,342,274,309,19.17858654,85,-15,41.25,30.61231184,245,121,189.1666667,36.3388931,178.566677,35.51052383,36.10904133,160,34,4,NA,corrected,1,0.5985175,35.80978258,1829,1812.5,0.121060948,CYTB,14,687,0.017744021,NA,NA,0.016496581,0.017744021,609.2000122,430,178,59,0.137209302,-1.415730337,609.2000122,430,178,59,0.137209302,-1.415730337
Batrachoseps wrighti,Vulnerable (VU),nonLC,Caudata,Plethodontidae,Batrachoseps,3.5,3.5,108,NA,3,11,1,4,5,direct,no,NA,NA,terrestrial,terrestrial,118,134,0,0,none,no,yes,no,1,0.133625776,0.002343313,0.037419076,0.02049932,2291,92,976.3527081,330.1323505,111,1,69.53896962,16.00413721,191,77,144.2628798,14.71046342,45,-55,3.28665786,16.4271196,2595,737,1940.636724,347.155061,424,137,321.1281374,53.53585767,38,7,24.48745046,4.027539256,73,54,63.12021136,2.521353453,1209,385,915.4266843,154.4878858,180,40,130.3725231,23.35545857,186,40,134.5680317,26.03929028,1135,361,853.7384412,147.8144223,139,89,112.1122853,12.41923409,45,36,40.51915456,1.821742675,6570,4844,5601.150594,338.3644501,284,148,234.5852048,19.46465234,7,-95,-38.22060766,19.05381402,320,233,272.8058124,22.0281342,50,-49,8.394980185,15.99060988,191,72,143.335535,15.10478279,11607.63125,43.57156291,45.72090431,313,67,28,NA,thinned,1,2.1493414,44.64623361,2199,1191.5,0.131282463,CYTB,5,1141,0.009065156,NA,NA,0.009065156,0.009065156,466.7999878,3517,5361,637,0.181120273,0.524310492,433.7999878,3935,5912,911,0.231512071,0.502414231
Desmognathus carolinensis,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,2,2,110,10,12,40,1,3,3.5,larval,yes,NA,NA,ephemeral,aquatic,58,69,60,240,mid,no,no,no,1,0.102965139,0.000670045,0.02108014,0.017096601,1660,243,687.2044776,307.7561859,152,77,123.1507463,16.25165392,245,163,214.5776119,18.75383226,54,-15,26.37164179,14.60892601,1985,1087,1316.78806,162.803429,194,110,132.9537313,14.06665563,151,63,90.22238806,17.42907319,16,7,10.98955224,2.456475189,525,308,361.3686567,37.03797473,474,223,289.1791045,47.55794998,510,304,355.1298507,36.33669373,478,247,309.5955224,39.94700126,138,105,132.3701493,5.281352109,41,35,39.51492537,0.857003807,7804,6862,7285.726866,243.6623562,318,219,285.7686567,21.59634934,-18,-78,-45.01044776,13.69314182,346,297,330.7791045,9.556636888,225,36,165.8507463,48.35276257,156,-15,84.33134328,41.25020164,11431.37251,35.14384595,36.4189717,4671,291,54,NA,thinned,1,1.27512575,35.78140883,1417,951.5,0.102295094,CYTB,11,519,0.025302635,NA,NA,0.025322997,0.025302635,617,2616,767,0,0,-2.410691004,571.4000244,3072,1283,4,0.001302083,-1.394388153
Desmognathus folkertsi,Data Deficient (DD),NA,Caudata,Plethodontidae,Desmognathus,2,2,153,11,6,62,NA,3.5,3.5,larval,no,NA,NA,permanent,aquatic,NA,NA,730,730,long,no,no,no,1,0.039004739,0.025626702,0.032315721,0.009459701,970,851,910.5,84.14570696,119,114,116.5,3.535533906,207,202,204.5,3.535533906,25,20,22.5,3.535533906,1801,1738,1769.5,44.54772721,191,185,188,4.242640687,119,114,116.5,3.535533906,12,12,12,0,517,502,509.5,10.60660172,394,379,386.5,10.60660172,429,413,421,11.3137085,484,470,477,9.899494937,130,126,128,2.828427125,40,39,39.5,0.707106781,7049,7032,7040.5,12.02081528,275,268,271.5,4.949747468,-47,-49,-48,1.414213562,322,317,319.5,3.535533906,38,34,36,2.828427125,171,166,168.5,3.535533906,33.47118642,34.71792897,34.79011072,58,13,4,NA,corrected,1,0.07218175,34.75401985,119,910.5,0.013378037,CYTB,17,519,0.010715341,NA,NA,0.013102119,0.010715341,837.4000244,444,0,0,0,NA,837.4000244,444,0,0,0,NA
Desmognathus fuscus,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,2,4,141,4.3,8,45,1,1.75,4,larval,yes,40,48.4,ephemeral,aquatic,46,61,240,420,long,no,no,yes,1,0.102965139,0,0.006696861,0.008177928,1616,-8,249.8319036,197.5107282,202,-4,117.66035,46.47020746,275,109,221.1958513,33.6479206,126,-137,6.303640882,61.27588846,2043,726,1207.261225,184.7993218,221,79,128.0094857,22.85067309,154,34,74.17303371,11.8546801,39,6,15.47465428,3.929373212,596,221,354.4991681,56.5823966,480,106,244.9426102,39.6291778,589,213,317.8550238,44.09485532,523,106,292.5287165,79.56492638,148,74,123.5751513,10.19926747,46,23,34.63855877,5.050206539,11008,5721,8316.477885,1133.401505,343,161,293.6875,30.82617123,65,-207,-62.0650497,59.94150656,442,254,355.7525497,32.72859134,275,-65,149.2869058,69.64727589,266,-125,79.60330596,110.7415419,1548641.674,29.66438198,47.48593106,17589,3318,1412,NA,thinned,1,17.82154908,38.57515652,1624,804,0.102965139,CYTB,25,1148,0.036761413,0.18662381,3.936625,0.032170543,0.036761413,526.4000244,65440,10476,2493,0.038095966,-5.24665903,300.6000061,99321,22680,11219,0.112956978,-3.379232804
Desmognathus imitator,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,2,2,110,10,13,30,1,3.5,3.5,larval,no,NA,NA,permanent,aquatic,32,66,210,300,mid,no,no,no,1,0.096851252,0.000128744,0.027598584,0.019753938,1670,255,757.3576642,370.1885924,144,77,119.3065693,16.45427415,242,164,209.9562044,19.74485094,41,-17,22.20985401,13.21409051,2036,1191,1523.833942,200.0670998,204,120,157.6660584,19.00946982,152,68,97.1459854,20.30410128,16,7,11.92153285,2.5495549,541,335,423.5967153,49.86922338,476,242,326.8594891,58.18243672,510,319,386.3321168,46.89475467,515,294,395.1149635,49.54354274,147,109,131.8339416,7.015247,43,35,39.54562044,1.472390319,7883,6819,7270.832117,294.7115671,311,224,279.9890511,22.07937875,-27,-80,-49.20985401,12.07811767,346,299,329.1989051,10.93016885,217,8,68.82664234,51.04793122,201,43,144.1642336,35.94397476,9603.875827,35.00192421,36.04317391,2631,430,25,NA,thinned,1,1.0412497,35.52254906,1415,962.5,0.096722508,CYTB,5,519,0.009793814,NA,NA,0.008762887,0.009793814,598.7999878,1273,814,0,0,-0.563882064,309.3999939,3058,9029,10,0.003270111,1.952583388
Desmognathus marmoratus,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,4,5,146,13,20,65,1,3.5,4.1,larval,no,NA,NA,permanent,aquatic,70,84,300,1095,long,yes,no,no,1,0.102965139,0.000128744,0.022445889,0.016845553,1670,213,731.7517344,292.0431884,158,77,120.2824579,15.73603211,250,163,210.9068385,17.57043317,62,-17,23.78741328,14.94793145,2040,1080,1428.029732,228.7140878,205,110,146.2760159,25.477174,152,63,95.9296333,17.64242992,16,7,11.44152626,2.027769546,549,308,401.0019822,64.09590141,476,223,309.8191278,56.12274503,510,300,370.0654113,42.87512489,523,239,352.2071358,78.60575273,147,105,131.2135778,6.18460625,43,35,39.45242815,1.347785621,7883,6803,7241.951437,248.0219968,321,219,281.3007929,19.94584163,-6,-80,-47.1481665,13.90039463,346,297,328.4489594,9.326428689,222,8,124.9117939,71.06170655,201,-15,100.0837463,57.12080826,35121.13696,34.41858639,37.01707895,2683,205,67,NA,thinned,1,2.59849256,35.71783267,1457,941.5,0.102836395,CYTB,77,519,0.066946794,NA,NA,0.073121387,0.066946794,899.4,2076,0,0,0,NA,661.8,3244,2082,0,0,-0.558117195
Desmognathus monticola,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,3.5,7,149,17.7,8,42,1,4,4.8,larval,no,NA,8.4,permanent,aquatic,30,60,240,390,long,no,no,no,1,0.102965139,4.33E-05,0.011002686,0.011677972,1670,5,440.662842,253.2268537,199,66,125.2231607,26.49149634,274,163,222.0104648,22.0146608,119,-51,21.32308101,32.80083155,2043,896,1256.579017,193.9219049,205,92,133.634741,24.68967671,154,55,79.41434263,12.73536202,23,7,14.24860558,3.260102526,549,268,365.3346614,58.30441569,480,171,261.5193625,41.64207652,510,259,332.7422045,37.34515838,523,171,303.8347942,80.723308,147,96,130.4015936,6.249317652,45,31,37.64839309,2.643056499,8945,6101,7763.700452,564.3614178,336,219,294.5704117,21.09139004,59,-109,-48.16175299,30.29747547,377,261,342.7321647,16.27803668,271,8,155.9470916,59.8987952,231,-51,91.11208499,88.70655336,324004.1742,30.27147102,41.43622431,7073,1708,424,NA,thinned,1,11.16475329,35.85384767,1665,837.5,0.102921839,CYTB,11,1040,0.014443022,NA,NA,0.017640187,0.014443022,555,17053,1541,0,0,-10.06619079,338.7999878,26161,9855,28,0.001070295,-1.654591578
Desmognathus ochrophaeus,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,2,4,111,20,3,37,1,1.4,5.6,larval,no,1.8,NA,permanent,aquatic,NA,NA,90,240,mid,no,yes,yes,1,0.082570776,4.36E-05,0.011133372,0.009116066,1490,-8,455.7740072,201.9540143,134,13,85.19122466,19.56735247,232,131,194.3028048,15.35465555,28,-114,-32.30980283,26.07087685,1560,726,1080.415551,126.4586388,160,79,111.8769231,12.16247316,112,34,67.33551791,11.53982829,32,7,14.73368509,3.236923345,436,221,314.7101916,31.72548026,348,106,219.3118578,36.8647241,427,213,306.1239656,30.76963711,388,106,226.1415718,42.21990582,143,93,119.4381005,8.534416982,40,26,32.24826437,3.126119069,10354,7171,8774.219217,587.6160762,309,197,269.9019161,15.50228209,-37,-179,-95.90347126,25.74537384,417,305,365.8053874,16.11466438,224,-23,169.1346293,32.04807616,192,-104,-14.62404888,52.10701575,292260.1286,36.04756785,45.03432083,11028,1157,402,NA,thinned,1,8.98675298,40.54094434,1498,741,0.082527176,CYTB,5,519,0.009278351,NA,NA,0.007731959,0.009278351,572.7999878,20058,3820,0,0,-4.25078534,294.6000061,35504,5526,0,0,-5.424900471
