Species,RoostCode,MaxCountInAnyYear,County,Region,Country
Common pipistrelle,1120137,150,East Riding of Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,5100673,150,Cumbria,North West,England
Common pipistrelle,1120432,150,Herefordshire,West Midlands,England
Common pipistrelle,1121066,147,West Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120625,147,Greater Manchester,North West,England
Common pipistrelle,1120848,147,Nottinghamshire,East Midlands,England
Common pipistrelle,1120901,147,Isle of Wight,South East,England
Common pipistrelle,1120833,146,Lincolnshire,East Midlands,England
Common pipistrelle,5100724,146,Isle of Man,Isle of Man,British Crown Dependencies
Common pipistrelle,2120074,145,South Lanarkshire,Scotland,Scotland
Common pipistrelle,1120523,145,Lancashire,North West,England
Common pipistrelle,1120773,144,Buckinghamshire,South East,England
Common pipistrelle,1120663,144,Lancashire,North West,England
Common pipistrelle,1120136,144,East Riding of Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120397,143,East Sussex,South East,England
Common pipistrelle,2120041,143,Highland,Scotland,Scotland
Common pipistrelle,1120460,143,Oxfordshire,South East,England
Common pipistrelle,2120147,143,Argyll and Bute,Scotland,Scotland
Common pipistrelle,5100518,141,Moray,Scotland,Scotland
Common pipistrelle,1120264,140,Hampshire,South East,England
Common pipistrelle,1120624,140,Devon,South West,England
Common pipistrelle,1120361,140,Surrey,South East,England
Common pipistrelle,1120020,138,Devon,South West,England
Common pipistrelle,2120014,138,Highland,Scotland,Scotland
Common pipistrelle,1120884,138,Lincolnshire,East Midlands,England
Common pipistrelle,1120339,137,Cheshire,North West,England
Common pipistrelle,1120420,137,County Durham,North East,England
Common pipistrelle,1120771,136,West Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,5100390,136,Highland,Scotland,Scotland
Common pipistrelle,1120499,136,Herefordshire,West Midlands,England
Common pipistrelle,1120447,136,Northamptonshire,East Midlands,England
Common pipistrelle,1120232,136,East Riding of Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120772,135,Norfolk,East of England,England
Common pipistrelle,1120156,134,Northamptonshire,East Midlands,England
Common pipistrelle,5100366,134,Cambridgeshire,East of England,England
Common pipistrelle,1120617,134,Lancashire,North West,England
Common pipistrelle,1120760,133,Rutland,East Midlands,England
Common pipistrelle,1120222,133,Hampshire,South East,England
Common pipistrelle,2120109,133,Highland,Scotland,Scotland
Common pipistrelle,1120553,133,Hertfordshire,East of England,England
Common pipistrelle,1121142,133,York,Yorkshire and The Humber,England
Common pipistrelle,5100063,133,Suffolk,East of England,England
Common pipistrelle,2120063,131,Highland,Scotland,Scotland
Common pipistrelle,5100616,131,West Midlands,West Midlands,England
Common pipistrelle,1120802,131,Hertfordshire,East of England,England
Common pipistrelle,5100670,130,West Sussex,South East,England
Common pipistrelle,1120830,130,Lancashire,North West,England
Common pipistrelle,1120843,130,Cumbria,North West,England
Common pipistrelle,1121030,130,Oxfordshire,South East,England
Common pipistrelle,5101130,129,Channel Islands,Channel Islands,British Crown Dependencies
Common pipistrelle,1121127,128,East Riding of Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,5100449,128,Cambridgeshire,East of England,England
Common pipistrelle,1120484,128,Isle of Wight,South East,England
Common pipistrelle,2120164,127,Highland,Scotland,Scotland
Common pipistrelle,1120032,127,Essex,East of England,England
Common pipistrelle,5100204,127,Highland,Scotland,Scotland
Common pipistrelle,2120229,127,Dumfries and Galloway,Scotland,Scotland
Common pipistrelle,3120010,126,Monmouthshire,Wales,Wales
Common pipistrelle,5100470,126,North Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120752,126,Lincolnshire,East Midlands,England
Common pipistrelle,1120421,126,County Durham,North East,England
Common pipistrelle,1120858,126,Nottinghamshire,East Midlands,England
Common pipistrelle,1121178,125,Leicestershire,East Midlands,England
Common pipistrelle,2120219,125,Moray,Scotland,Scotland
Common pipistrelle,1121269,125,Suffolk,East of England,England
Common pipistrelle,1120562,125,Gloucestershire,South West,England
Common pipistrelle,1120200,124,Lancashire,North West,England
Common pipistrelle,1120140,124,East Riding of Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1121135,124,County Durham,North East,England
Common pipistrelle,5100198,124,Hampshire,South East,England
Common pipistrelle,1120587,123,Derbyshire,East Midlands,England
Common pipistrelle,1121281,123,Bedfordshire,East of England,England
Common pipistrelle,1120580,123,Kent,South East,England
Common pipistrelle,1120594,123,Cumbria,North West,England
Common pipistrelle,1121188,123,Leicestershire,East Midlands,England
Common pipistrelle,1120021,123,Devon,South West,England
Common pipistrelle,1120750,122,Lincolnshire,East Midlands,England
Common pipistrelle,5100922,122,Warwickshire,West Midlands,England
Common pipistrelle,1120372,122,Hampshire,South East,England
Common pipistrelle,5101071,121,Highland,Scotland,Scotland
Common pipistrelle,1121216,121,Hertfordshire,East of England,England
Common pipistrelle,1120817,121,Derbyshire,East Midlands,England
Common pipistrelle,5100044,121,Isle of Wight,South East,England
Common pipistrelle,1120623,121,Lancashire,North West,England
Common pipistrelle,5100644,120,Lancashire,North West,England
Common pipistrelle,5100534,120,Warwickshire,West Midlands,England
Common pipistrelle,1121101,120,Kent,South East,England
Common pipistrelle,4120015,120,Down,Northern Ireland,Northern Ireland
Common pipistrelle,1120445,119,Merseyside,North West,England
Common pipistrelle,1120016,119,Devon,South West,England
Common pipistrelle,1120514,119,Leicestershire,East Midlands,England
Common pipistrelle,5100362,118,Cornwall,South West,England
Common pipistrelle,1120045,118,Hertfordshire,East of England,England
Common pipistrelle,1120794,118,Somerset,South West,England
Common pipistrelle,2120168,117,Aberdeenshire,Scotland,Scotland
Common pipistrelle,1121064,117,West Sussex,South East,England
Common pipistrelle,5100240,116,Carmarthenshire,Wales,Wales
Common pipistrelle,1120505,116,Herefordshire,West Midlands,England
Common pipistrelle,1120678,116,North Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120676,116,Lincolnshire,East Midlands,England
Common pipistrelle,1120693,116,Lancashire,North West,England
Common pipistrelle,1120549,115,Staffordshire,West Midlands,England
Common pipistrelle,1120187,115,Northamptonshire,East Midlands,England
Common pipistrelle,1120788,114,Kent,South East,England
Common pipistrelle,1120266,114,Lancashire,North West,England
Common pipistrelle,5100493,114,Dorset,South West,England
Common pipistrelle,1121059,114,Norfolk,East of England,England
Common pipistrelle,1120578,113,Devon,South West,England
Common pipistrelle,1120608,113,Kent,South East,England
Common pipistrelle,5100388,113,North Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120150,113,Kent,South East,England
Common pipistrelle,5100942,112,Hertfordshire,East of England,England
Common pipistrelle,5100713,112,Lancashire,North West,England
Common pipistrelle,1120129,112,Derbyshire,East Midlands,England
Common pipistrelle,5100327,111,Buckinghamshire,South East,England
Common pipistrelle,1120257,111,Warwickshire,West Midlands,England
Common pipistrelle,3120114,110,Cardiff,Wales,Wales
Common pipistrelle,1120782,110,Surrey,South East,England
Common pipistrelle,1121256,109,Surrey,South East,England
Common pipistrelle,1120518,109,Hampshire,South East,England
Common pipistrelle,1120065,108,Kent,South East,England
Common pipistrelle,5100486,107,Scottish Borders,Scotland,Scotland
Common pipistrelle,5100630,107,Isle of Man,Isle of Man,British Crown Dependencies
Common pipistrelle,1120556,107,Cumbria,North West,England
Common pipistrelle,1120658,107,South Gloucestershire,South West,England
Common pipistrelle,5100811,106,Somerset,South West,England
Common pipistrelle,2120018,104,Highland,Scotland,Scotland
Common pipistrelle,1120097,104,Suffolk,East of England,England
Common pipistrelle,1120217,104,Cornwall,South West,England
Common pipistrelle,1120169,103,Herefordshire,West Midlands,England
Common pipistrelle,5101047,103,Powys,Wales,Wales
Common pipistrelle,1120495,103,Greater London,London,England
Common pipistrelle,1120622,101,Lancashire,North West,England
Common pipistrelle,1120777,100,East Sussex,South East,England
Common pipistrelle,1120272,100,Somerset,South West,England
Common pipistrelle,5100313,100,North Lincolnshire,Yorkshire and The Humber,England
Common pipistrelle,1120143,100,Leicestershire,East Midlands,England
Common pipistrelle,1121266,100,Kent,South East,England
Common pipistrelle,1120237,99,Greater Manchester,North West,England
Common pipistrelle,5100035,99,Warwickshire,West Midlands,England
Common pipistrelle,5101094,99,Carmarthenshire,Wales,Wales
Common pipistrelle,1120054,99,Isle of Wight,South East,England
Common pipistrelle,1121164,99,Lancashire,North West,England
Common pipistrelle,1121168,99,Cheshire,North West,England
Common pipistrelle,1120839,98,Warwickshire,West Midlands,England
Common pipistrelle,1120831,98,Lincolnshire,East Midlands,England
Common pipistrelle,1120921,98,Suffolk,East of England,England
Common pipistrelle,1120511,98,Leicestershire,East Midlands,England
Common pipistrelle,5100849,98,Kent,South East,England
Common pipistrelle,1121023,98,Herefordshire,West Midlands,England
Common pipistrelle,1121220,98,Lincolnshire,East Midlands,England
Common pipistrelle,5100458,97,Kent,South East,England
Common pipistrelle,1120246,97,Kent,South East,England
Common pipistrelle,1120668,97,Herefordshire,West Midlands,England
Common pipistrelle,1120591,97,Somerset,South West,England
Common pipistrelle,1121192,97,Kent,South East,England
Common pipistrelle,1120195,97,Somerset,South West,England
Common pipistrelle,5100875,97,Tyne and Wear,North East,England
Common pipistrelle,1120019,96,Devon,South West,England
Common pipistrelle,5100890,96,Leicestershire,East Midlands,England
Common pipistrelle,1120891,96,Gloucestershire,South West,England
Common pipistrelle,5100886,96,Norfolk,East of England,England
Common pipistrelle,1120583,96,East Sussex,South East,England
Common pipistrelle,1120521,96,Staffordshire,West Midlands,England
Common pipistrelle,5100979,96,Derbyshire,East Midlands,England
Common pipistrelle,1121234,96,Lancashire,North West,England
Common pipistrelle,2120052,95,Highland,Scotland,Scotland
Common pipistrelle,1120684,95,West Berkshire,South East,England
Common pipistrelle,1120395,95,West Sussex,South East,England
Common pipistrelle,1121041,94,Greater Manchester,North West,England
Common pipistrelle,1120029,94,Devon,South West,England
Common pipistrelle,1120427,94,County Durham,North East,England
Common pipistrelle,1121162,93,Cornwall,South West,England
Common pipistrelle,1120493,93,Shropshire,West Midlands,England
Common pipistrelle,3120120,93,Pembrokeshire,Wales,Wales
Common pipistrelle,1120711,93,Staffordshire,West Midlands,England
Common pipistrelle,1120429,92,Devon,South West,England
Common pipistrelle,5100049,92,North Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,5100909,92,South Gloucestershire,South West,England
Common pipistrelle,1120501,92,Staffordshire,West Midlands,England
Common pipistrelle,5100725,92,Isle of Man,Isle of Man,British Crown Dependencies
Common pipistrelle,1120832,92,Lincolnshire,East Midlands,England
Common pipistrelle,1120041,92,Worcestershire,West Midlands,England
Common pipistrelle,1121152,91,Suffolk,East of England,England
Common pipistrelle,2120185,91,Highland,Scotland,Scotland
Common pipistrelle,1120765,91,Gloucestershire,South West,England
Common pipistrelle,2120206,91,Highland,Scotland,Scotland
Common pipistrelle,1120527,91,Somerset,South West,England
Common pipistrelle,5100017,91,South Lanarkshire,Scotland,Scotland
Common pipistrelle,5100814,90,Greater Manchester,North West,England
Common pipistrelle,1120983,90,Essex,East of England,England
Common pipistrelle,1120111,90,West Midlands,West Midlands,England
Common pipistrelle,1120320,90,Warwickshire,West Midlands,England
Common pipistrelle,5100904,90,Isles of Scilly,South West,England
Common pipistrelle,1120087,90,Nottinghamshire,East Midlands,England
Common pipistrelle,2120179,90,Highland,Scotland,Scotland
Common pipistrelle,1120189,89,Hertfordshire,East of England,England
Common pipistrelle,1120498,89,Isles of Scilly,South West,England
Common pipistrelle,1120047,89,Hertfordshire,East of England,England
Common pipistrelle,3120091,89,Blaenau Gwent,Wales,Wales
Common pipistrelle,1120165,89,Surrey,South East,England
Common pipistrelle,2120115,88,Highland,Scotland,Scotland
Common pipistrelle,2120190,88,Aberdeenshire,Scotland,Scotland
Common pipistrelle,1120826,88,Worcestershire,West Midlands,England
Common pipistrelle,5100548,88,Stirling,Scotland,Scotland
Common pipistrelle,1120245,88,Kent,South East,England
Common pipistrelle,3120133,87,Denbighshire,Wales,Wales
Common pipistrelle,1120284,87,Kent,South East,England
Common pipistrelle,5100217,87,Dorset,South West,England
Common pipistrelle,1120922,87,Suffolk,East of England,England
Common pipistrelle,1120661,87,Kent,South East,England
Common pipistrelle,5100218,86,Somerset,South West,England
Common pipistrelle,1121205,86,Rutland,East Midlands,England
Common pipistrelle,1121217,86,Somerset,South West,England
Common pipistrelle,1120001,86,Somerset,South West,England
Common pipistrelle,1120061,86,Kent,South East,England
Common pipistrelle,1120314,85,Bedfordshire,East of England,England
Common pipistrelle,5100110,85,Essex,East of England,England
Common pipistrelle,1120702,85,East Riding of Yorkshire,Yorkshire and The Humber,England
Common pipistrelle,1120618,85,Buckinghamshire,South East,England
Common pipistrelle,2120013,85,Aberdeenshire,Scotland,Scotland
Common pipistrelle,5100818,85,Isle of Man,Isle of Man,British Crown Dependencies
Common pipistrelle,1121047,85,Isle of Wight,South East,England
Common pipistrelle,1120379,85,Hertfordshire,East of England,England
Common pipistrelle,1120229,84,West Midlands,West Midlands,England
Common pipistrelle,2120066,84,Highland,Scotland,Scotland
Common pipistrelle,1120390,83,Gloucestershire,South West,England
Common pipistrelle,1120250,83,Kent,South East,England
Common pipistrelle,1120798,82,Cornwall,South West,England
Common pipistrelle,1120522,82,Staffordshire,West Midlands,England
Common pipistrelle,1120167,82,Cumbria,North West,England
Common pipistrelle,2120070,82,Aberdeenshire,Scotland,Scotland
